,index,ingrediente,name,price,reference_price,reference_unit,dbpedia_Uri
1940,4057,pavo,Pechuga de pavo 0% m.g Hacendado,3.02,6.04,kg,http://dbpedia.org/resource/Pavo_(constellation)
1941,4058,pavo,Pechuga de pavo natural Noel lonchas,2.3,19.167,kg,http://dbpedia.org/resource/Pavo_(constellation)
1944,4060,pavo,Longaniza de pavo Imperial extra Hacendado,2.79,11.873,kg,http://dbpedia.org/resource/Pavo_(constellation)
1946,4062,pavo,Pechuga de pavo pimienta Hacendado finas lonchas,2.45,24.5,kg,http://dbpedia.org/resource/Pavo_(constellation)
1949,4063,pavo,Fiambre de pechuga de pavo Sajonia Serrano ahumado natural,3.3,8.919,kg,http://dbpedia.org/resource/Pavo_(constellation)
1951,4524,pavo,Chorizo de pavo imperial extra Hacendado,2.84,12.086,kg,http://dbpedia.org/resource/Pavo_(constellation)
2243,4056,pavo,Pechuga de pavo al horno de leña Campofrío lonchas,1.65,13.2,kg,http://dbpedia.org/resource/Pavo_(constellation)
2294,1439,pavo,"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo",0.95,5.589,kg,http://dbpedia.org/resource/Pavo_(constellation)
2388,60,pavo,"Bocaditos en salsa gato adulto Delikuit con pollo, pavo y verduras",0.6,1.5,kg,http://dbpedia.org/resource/Pavo_(constellation)
2396,546,pavo,"Trozos en salsa perro adulto Delikuit con ternera, pavo y verduras",0.85,2.834,kg,http://dbpedia.org/resource/Pavo_(constellation)
2450,2173,pavo,Pechuga de pavo bajo en sal Hacendado finas lonchas,3.15,7.875,kg,http://dbpedia.org/resource/Pavo_(constellation)
2453,2185,pavo,Pechuga de pavo bajo en sal Hacendado,3.38,6.76,kg,http://dbpedia.org/resource/Pavo_(constellation)
2466,4049,pavo,Pechuga de pavo bajo en sal Hacendado finas lonchas,2.09,9.289,kg,http://dbpedia.org/resource/Pavo_(constellation)
2470,4063,pavo,Fiambre de pechuga de pavo Sajonia Serrano ahumado natural,3.3,8.919,kg,http://dbpedia.org/resource/Pavo_(constellation)
856,2850,calamares,ALBO trozos de calamares en salsa americana lata 72 gr,2.59,35.97,kg,http://dbpedia.org/resource/Squid_as_food
859,4539,calamares,CABO DE PEÑAS calamares en salsa americana pack 3 latas 59 gr,2.25,12.71,kg,http://dbpedia.org/resource/Squid_as_food
862,4564,calamares,ALBO calamares en su tinta lata 72 gr,2.59,35.97,kg,http://dbpedia.org/resource/Squid_as_food
1533,2850,calamares,ALBO trozos de calamares en salsa americana lata 72 gr,2.59,35.97,kg,http://dbpedia.org/resource/Squid_as_food
1566,4539,calamares,CABO DE PEÑAS calamares en salsa americana pack 3 latas 59 gr,2.25,12.71,kg,http://dbpedia.org/resource/Squid_as_food
221,631,calabaza,Crema de calabaza Carrefour Bio 485 ml,2.3,4.74,l,http://dbpedia.org/resource/Calabaza
223,659,calabaza,"Semillas de lino, girasol,calabaza, sésamo y bayas de goji molidas ecológicas Linwoods sin gluten 200 g.",4.75,23.75,kg,http://dbpedia.org/resource/Calabaza
227,1616,calabaza,Pipas de calabaza crudas peladas ecológicas Carrefour Bio doy pack 125 g.,1.94,15.52,kg,http://dbpedia.org/resource/Calabaza
864,21,calabaza,EL MOLINO DE DIA hogaza con pipas de calabaza bolsa 500 gr,2.15,4.3,kg,http://dbpedia.org/resource/Calabaza
866,1877,calabaza,DIA AL PUNTO crema de calabaza envase 500 ml,1.09,2.18,l,http://dbpedia.org/resource/Calabaza
868,1907,calabaza,KNORR crema de calabaza envase 500 ml,2.39,4.78,l,http://dbpedia.org/resource/Calabaza
870,4738,calabaza,Crema de calabaza tarrina 500 ml,2.05,4.1,l,http://dbpedia.org/resource/Calabaza
871,5114,calabaza,FRIT RAVICH pipas de calabaza peladas bolsa 115 gr,1.89,16.43,kg,http://dbpedia.org/resource/Calabaza
1952,382,calabaza,Media calabaza cacahuete,1.22,1.85,kg,http://dbpedia.org/resource/Calabaza
1953,1269,calabaza,Pipas calabaza natural Hacendado peladas,1.7,11.334,kg,http://dbpedia.org/resource/Calabaza
1954,1277,calabaza,Pipas calabaza tostadas Hacendado aguasal,1.6,12.8,kg,http://dbpedia.org/resource/Calabaza
1956,1282,calabaza,"Combinado frutos secos, frutas desecadas y semillas de calabaza Hacendado",2.2,14.667,kg,http://dbpedia.org/resource/Calabaza
1958,3624,calabaza,Pan de molde semillas y pipas de calabaza Hacendado,1.8,3.104,kg,http://dbpedia.org/resource/Calabaza
1960,4202,calabaza,Crema de calabaza y zanahoria Hacendado,1.7,4.858,kg,http://dbpedia.org/resource/Calabaza
1962,4236,calabaza,Crema de calabaza Hacendado,0.95,1.9,l,http://dbpedia.org/resource/Calabaza
1963,4322,calabaza,Medialunas frescas calabaza y crema de quesos Bel Canto,2.35,9.4,kg,http://dbpedia.org/resource/Calabaza
532,994,chorizo,DIA AL PUNTO tortilla de patatas fresca con chorizo envase 600 gr,3.55,5.92,kg,http://dbpedia.org/resource/Chorizo
534,999,chorizo,DIA AL PUNTO lentejas con chorizo lata 430 gr,1.05,2.53,kg,http://dbpedia.org/resource/Chorizo
536,1029,chorizo,REVILLA taquitos de chorizo envase 65 gr,1.0,15.38,kg,http://dbpedia.org/resource/Chorizo
537,1030,chorizo,REVILLA chorizo tradición en lonchas sobre 65 gr,1.0,15.38,kg,http://dbpedia.org/resource/Chorizo
538,1035,chorizo,FLORENCIO GOMEZ chorizo ibérico de bellota en lonchas sobre (peso aprox. 200 gr),3.58,17.89,kg,http://dbpedia.org/resource/Chorizo
541,1037,chorizo,EZEQUIEL chorizo extra dulce envase 425 gr,6.35,14.94,kg,http://dbpedia.org/resource/Chorizo
542,1041,chorizo,EZEQUIEL chorizo dulce pieza 425 gr,6.29,14.8,kg,http://dbpedia.org/resource/Chorizo
543,1046,chorizo,DIA NUESTRA ALACENA chorizo extra dulce sarta pieza 270 gr,1.99,7.37,kg,http://dbpedia.org/resource/Chorizo
545,1049,chorizo,DIA NUESTRA ALACENA chorizo extra en lonchas pack 2 x 100 gr,1.55,7.75,kg,http://dbpedia.org/resource/Chorizo
546,1050,chorizo,DIA NUESTRA ALACENA chorizo y salchichón extra envase 2 x 100 gr,2.09,10.45,kg,http://dbpedia.org/resource/Chorizo
549,1056,chorizo,DIA NUESTRA ALACENA chorizo de pavo en lonchas envase 2 x 75 gr,2.75,18.33,kg,http://dbpedia.org/resource/Chorizo
551,1067,chorizo,EZEQUIEL chorizo extra picante pieza 425 gr,6.35,14.94,kg,http://dbpedia.org/resource/Chorizo
552,1071,chorizo,EZEQUIEL chorizo picante pieza 425 gr,6.29,14.8,kg,http://dbpedia.org/resource/Chorizo
553,1072,chorizo,NAVIDUL chorizo ibérico lonchas sobre 100 gr,2.59,25.9,kg,http://dbpedia.org/resource/Chorizo
554,1076,chorizo,DIA NUESTRA ALACENA chorizo extra picante sarta pieza 270 gr,1.99,7.37,kg,http://dbpedia.org/resource/Chorizo
556,1081,chorizo,DIA NUESTRA ALACENA chorizo cular ibérico extra pieza 380 gr,4.99,13.13,kg,http://dbpedia.org/resource/Chorizo
557,1091,chorizo,DIA NUESTRA ALACENA chorizo de León dulce en lonchas envase 100 gr,1.85,18.5,kg,http://dbpedia.org/resource/Chorizo
559,1092,chorizo,DIA NUESTRA ALACENA chorizo de León picante pieza 320 gr,3.95,12.34,kg,http://dbpedia.org/resource/Chorizo
561,1093,chorizo,DIA NUESTRA ALACENA chorizo ibérico en lonchas pack 2 x 60 gr,1.99,16.58,kg,http://dbpedia.org/resource/Chorizo
562,1123,chorizo,DIA NUESTRA ALACENA chorizo de León dulce pieza 320 gr,3.95,12.34,kg,http://dbpedia.org/resource/Chorizo
564,1124,chorizo,DIA NUESTRA ALACENA chorizo de León picante en lonchas envase 100 gr,1.85,18.5,kg,http://dbpedia.org/resource/Chorizo
567,1510,chorizo,DIA AL PUNTO macarrones con chorizo bandeja 250 gr,2.29,9.16,kg,http://dbpedia.org/resource/Chorizo
568,2553,chorizo,PALACIOS chorizo sarta pieza 250 gr,3.69,14.76,kg,http://dbpedia.org/resource/Chorizo
570,2555,chorizo,MANUEL DE MONTEJO chorizo ibérico sobre 90 gr,2.39,26.56,kg,http://dbpedia.org/resource/Chorizo
571,3000,chorizo,PAMPLONICA callos gourmet con chorizo y pimiento caja 380 gr,4.55,11.97,kg,http://dbpedia.org/resource/Chorizo
574,3001,chorizo,VALDETERRA migas con chorizo envase 275 gr,1.97,7.16,kg,http://dbpedia.org/resource/Chorizo
575,3038,chorizo,SELECCIÓN DE DIA chorizo oreado bandeja 300 gr,2.19,7.3,kg,http://dbpedia.org/resource/Chorizo
577,4571,chorizo,DIA AL PUNTO callos con chorizo lata 380 gr,2.65,6.97,kg,http://dbpedia.org/resource/Chorizo
786,1056,chorizo,DIA NUESTRA ALACENA chorizo de pavo en lonchas envase 2 x 75 gr,2.75,18.33,kg,http://dbpedia.org/resource/Chorizo
1705,1809,chorizo,Tortilla de patata con chorizo Hacendado,3.2,5.334,kg,http://dbpedia.org/resource/Chorizo
1706,2576,chorizo,Taquitos de chorizo Revilla,2.44,12.2,kg,http://dbpedia.org/resource/Chorizo
1708,2580,chorizo,Mini chorizo ibérico extra La Hacienda del ibérico,2.3,11.5,kg,http://dbpedia.org/resource/Chorizo
1710,4582,chorizo,Pizza chorizo Hacendado ultracongelada,2.25,5.922,kg,http://dbpedia.org/resource/Chorizo
2215,89,Bacalao,Bacalao ahumado Hacendado en aceite de girasol,3.1,38.75,kg,http://dbpedia.org/resource/Bacalao
2216,2988,Bacalao,Bacalao estilo pil pil,3.75,16.305,kg,http://dbpedia.org/resource/Bacalao
2219,3001,Bacalao,Bacalao al punto de sal,7.48,14.95,kg,http://dbpedia.org/resource/Bacalao
2222,3527,Bacalao,Bacalao a rodajas,15.29,6.95,kg,http://dbpedia.org/resource/Bacalao
2223,3528,Bacalao,Bacalao abierto en libro sin cabeza y sin espina,15.29,6.95,kg,http://dbpedia.org/resource/Bacalao
2226,3595,Bacalao,Bacalao media pieza a rodajas,4.24,6.95,kg,http://dbpedia.org/resource/Bacalao
2227,3596,Bacalao,Bacalao media pieza abierto en libro sin cabeza y sin espina,4.24,6.95,kg,http://dbpedia.org/resource/Bacalao
1665,2865,Ensalada,Ensalada mezcla gourmet,1.06,6.058,kg,http://dbpedia.org/resource/Ensalada_(music)
1666,2867,Ensalada,Ensalada mezcla brotes tiernos maxi,1.75,10.0,kg,http://dbpedia.org/resource/Ensalada_(music)
1667,2868,Ensalada,Ensalada mezcla tierna,1.25,8.334,kg,http://dbpedia.org/resource/Ensalada_(music)
1668,2870,Ensalada,Ensalada mezcla dúo canónigos y rúcula,1.35,13.5,kg,http://dbpedia.org/resource/Ensalada_(music)
1669,2874,Ensalada,Ensalada California,2.29,11.928,kg,http://dbpedia.org/resource/Ensalada_(music)
1671,2875,Ensalada,Ensalada de la casa,1.99,4.975,kg,http://dbpedia.org/resource/Ensalada_(music)
1672,2876,Ensalada,Ensalada ensatún,2.49,9.96,kg,http://dbpedia.org/resource/Ensalada_(music)
1673,2877,Ensalada,Ensalada de pasta,2.49,9.96,kg,http://dbpedia.org/resource/Ensalada_(music)
1675,2892,Ensalada,Ensalada mezcla 4 estaciones,0.79,3.16,kg,http://dbpedia.org/resource/Ensalada_(music)
1676,2893,Ensalada,Ensalada mezcla brotes tiernos,1.25,12.5,kg,http://dbpedia.org/resource/Ensalada_(music)
1677,2897,Ensalada,Ensalada mezcla gourmet maxi,1.73,5.767,kg,http://dbpedia.org/resource/Ensalada_(music)
1678,2899,Ensalada,Ensalada mezcla primavera,1.0,5.0,kg,http://dbpedia.org/resource/Ensalada_(music)
1679,2900,Ensalada,Ensalada mezcla fresca,1.15,5.75,kg,http://dbpedia.org/resource/Ensalada_(music)
1681,2903,Ensalada,Ensalada César,2.29,10.905,kg,http://dbpedia.org/resource/Ensalada_(music)
1682,2905,Ensalada,Ensalada mil islas,2.55,7.728,kg,http://dbpedia.org/resource/Ensalada_(music)
1683,2906,Ensalada,Ensalada jamón,2.49,11.582,kg,http://dbpedia.org/resource/Ensalada_(music)
1684,2907,Ensalada,Ensalada queso de cabra,2.79,20.667,kg,http://dbpedia.org/resource/Ensalada_(music)
1686,4606,Ensalada,Ensalada de pimientos del piquillo Cidacos,1.8,5.0,kg,http://dbpedia.org/resource/Ensalada_(music)
1688,4633,Ensalada,Ensalada china Hacendado con mazorquitas,1.4,5.6,kg,http://dbpedia.org/resource/Ensalada_(music)
394,628,curry,Wok de tallarines con pollo al curry Carrefour 300 g,3.25,3.25,ud,http://dbpedia.org/resource/Curry
1384,1474,curry,MAGGI fideos fusian India curry sobre 118 gr,1.69,14.32,kg,http://dbpedia.org/resource/Curry
1385,2914,curry,DIA VEGECAMPO curry en polvo bote 42 gr,0.85,20.24,kg,http://dbpedia.org/resource/Curry
2232,643,curry,"Croquetas Caprichos Thai Hacendado de coliflor, leche de coco y curry",3.0,13.334,kg,http://dbpedia.org/resource/Curry
2233,1792,curry,Pollo al curry Hacendado con arroz basmati,2.85,10.179,kg,http://dbpedia.org/resource/Curry
2235,3010,curry,Salmón al curry Hacendado,5.5,16.924,kg,http://dbpedia.org/resource/Curry
2236,3011,curry,Salmón al curry con arroz,3.5,12.728,kg,http://dbpedia.org/resource/Curry
388,518,Bacalao,Bacalao desalado desmigado procedente de pesca sostenible Carrefour 250 g.,3.99,15.96,kg,http://dbpedia.org/resource/Bacalhau
390,519,Bacalao,Bacalao dorado Marvanejo sin gluten 240 g.,2.99,12.46,kg,http://dbpedia.org/resource/Bacalhau
